Marca temporal,"El siguiente cuestionario hace parte de una tesis de maestría cuyo objetivo es indagar sobre las dinámicas de violencias basadas en género (VBG) en la Universidad de Antioquia. Su participación es completamente voluntaria y confidencial; puede retirarse en cualquier momento si así lo desea. Los datos serán anónimos y utilizados únicamente con fines académicos. Al continuar con esta encuesta, usted acepta participar de manera voluntaria y comprendiendo que puede omitir cualquier pregunta que le cause incomodidad. Si tiene preguntas, puede contactarme al correo Natalia.loperao@udea.edu.co. 
¿Desea continuar con el cuestionario? ",Pregrado,Semestre,Edad,Género,¿Ha sido víctima de alguno de los siguientes hechos al interior de la facultad? Seleccione una o varias opciones.  ,¿Ha tenido conocimiento de la ocurrencia de alguno de los siguientes hechos al interior de la facultad? Seleccione una o varias opciones,El último hecho del que tuvo conocimiento o ha sido víctima ocurrió,"De los siguientes hechos, seleccione los que considera que tiene mayor ocurrencia en la facultad. (Elija solo dos opciones)","Desde su perspectiva, ¿de cuáles actores suelen provenir en mayor medida los hechos de violencia de género? Seleccione máximo dos opciones. ","Desde su perspectiva, ¿en qué espacios suelen ocurrir con mayor frecuencia los hechos de violencia de género? Seleccione 3 opciones máximo",¿Qué iniciativas institucionales para la sensibilización de la violencia de género cconoce ? (Puede elegir multiples opciones),De las siguientes iniciativas ¿a cuántas ha asistido? (Puede elegir multiples opciones),"¿conoce la Ruta Violeta? (Marque una opción del 1 al 5, siendo 1 que no conoce nada y 5 que conoce mucho)","Si fueras víctima de violencia de género, ¿a qué dependencia recurriría para hacer la denuncia? (Puede elegir varias opciones). ","De los siguientes mecanismos de denuncia no institucional, ¿en cuáles ha participado? (Puede elegir varias opciones)","En caso de que usted fuera víctima de violencia de género ¿considera que puede recurrir a la Universidad en busca de ayuda, aunque el hecho se haya producido por fuera de ella?",¿Considera la Universidad un entorno seguro? ,  ¿Cómo calificaría los mecanismos institucionales para la atención de casos de violencia de género?  , ¿Cómo calificaría las posturas y estrategias del personal administrativo frente a las violencias basadas en género?  , ¿Cómo calificaría las posturas y estrategias de los docentes frente a las violencias basadas en género?  ,En términos generales ¿Cómo describiría al personal administrativo de la facultad?  ,En términos generales ¿Cómo describiría a los docentes de la facultad?  ,"¿Considera que el trato recibido por parte de los administrativos de la facultad fomenta la confianza, propiciando ambientes idóneos para las denuncias de violencias basadas en género?","¿Considera que el trato recibido por parte de los docentes de la facultad fomenta la confianza, propiciando ambientes idóneos para las denuncias de violencias basadas en género?","De los siguientes aspectos, seleccione los que considera más prioritarios para mejora la atención de los casos de violencia de género. Seleccione máximo 3 opciones  ","  Si considera que hay otro aspecto administrativo que la universidad deba mejorar para que la atención de los casos de violencia de género sea efectiva, porfavor mencionelos aquí.   "
27/9/2024 12:14:13,Sí,Sociología,Séptimo,24,Femenino,Comentarios sexistas en espacios de interacción social o esparcimiento,"Acoso Sexual (Acoso físico, verbal, visual), Comentarios sexistas en espacios de interacción social o esparcimiento, Comentarios sexistas en el ámbito académico (durante clase, asesorías, proyectos de investigación, etc)",En el último año,"Acoso Sexual (acoso físico, verbal, visual), Comentarios sexistas en espacios de interacción social o esparcimiento","Estudiantes, Docentes, Compañero sexual o afectivo que también es estudiante","Aulas, Alrededores de la Universidad, Prácticas y/o salidas de campo, Pasillos",Ninguna,Ninguna,2,Bienestar Universitario,Ninguno,No,No,No sabe/No responde,No sabe/No responde,Conservadoras,No sabe/No responde,Innovador,No sabe/No responde,Sí,"Aumental la confianza de los estudiantes en los mecanismos institucionales, Diseño de protocolos y rutas de atención más claras y amigables para los/las estudiantes, Mayor difusión de los protocolos y rutas de atención, Personal más empático y capacitado para atender a las víctimas",
27/9/2024 12:35:30,Sí,Sociología ,4 semestre ,26,Femenino,Comentarios sexistas en espacios de interacción social o esparcimiento,"Violación sexual, Acoso Sexual (Acoso físico, verbal, visual), Comentarios sexistas en el ámbito académico (durante clase, asesorías, proyectos de investigación, etc)",En el último año,"Acoso Sexual (acoso físico, verbal, visual), Comentarios sexuales en el ámbito académico (durante clase, asesorías, proyectos de investigación, etc)","Estudiantes, Docentes","Aulas, Prácticas y/o salidas de campo, Espacios de interacción social (plazoleta, jardineras, etc)",Conversatorios e iniciativas culturales y artísticas,Conversatorios e iniciativas culturales y artísticas,3,"Bienestar Universitario, Centro de atención en género y diversidad sexual",Protestas,Sí,No,No efectivos,No sabe/No responde,Flexibles,Inoperante,"Colaborativo, proactivo",No,No,"Aumental la confianza de los estudiantes en los mecanismos institucionales, Diseño de protocolos y rutas de atención más claras y amigables para los/las estudiantes, Personal más empático y capacitado para atender a las víctimas",
27/9/2024 12:36:22,Sí,Antropología ,Sexto semestre ,22,Masculino,Nignuno,Nignuno,No aplica,"Comentarios sexuales en el ámbito académico (durante clase, asesorías, proyectos de investigación, etc)","Docentes, Actores externos al rededor de la universidad","Aulas, Alrededores de la Universidad, Espacios de interacción social (plazoleta, jardineras, etc)","Conversatorios e iniciativas culturales y artísticas, Cursos y seminarios",Cursos y seminarios,3,Bienestar Universitario,Ninguno,Sí,Sí,No sabe/No responde,No sabe/No responde,Flexibles,No sabe/No responde,"Colaborativo, proactivo",No sabe/No responde,No,"Aumental la confianza de los estudiantes en los mecanismos institucionales, Diseño de protocolos y rutas de atención más claras y amigables para los/las estudiantes, Mayor difusión de los protocolos y rutas de atención, Personal más empático y capacitado para atender a las víctimas",
27/9/2024 12:36:40,Sí,Trabajo Social ,7,22,Femenino,"Comentarios sexistas en espacios de interacción social o esparcimiento, Comentarios sexistas en el ámbito académico (durante clase, asesorías, proyectos de investigación, etc)","Comentarios sexistas en espacios de interacción social o esparcimiento, Comentarios sexistas en el ámbito académico (durante clase, asesorías, proyectos de investigación, etc)",En el último año,Comentarios sexistas en espacios de interacción social o esparcimiento,Estudiantes,"Aulas, Prácticas y/o salidas de campo, Pasillos",,Conversatorios e iniciativas culturales y artísticas,3,"Bienestar Universitario, Unidad de asuntos disciplinarios (UAD)",Escrache,No,Sí,No efectivos,Flexibles,Flexibles,"Colaborativo, proactivo","Colaborativo, proactivo",Sí,Sí,"Mayor inclusión de los/las estudiantes en el diseño de los protocolos y rutas de atención, Aumental la confianza de los estudiantes en los mecanismos institucionales, Mayor difusión de los protocolos y rutas de atención, Personal más empático y capacitado para atender a las víctimas",
27/9/2024 12:37:06,Sí,Trabajo social ,7,22,Femenino,Nignuno,"Violación sexual, Acoso Sexual (Acoso físico, verbal, visual), Comentarios sexistas en espacios de interacción social o esparcimiento, Comentarios sexistas en el ámbito académico (durante clase, asesorías, proyectos de investigación, etc)",En los últimos 6 meses,"Acoso Sexual (acoso físico, verbal, visual), Comentarios sexistas en espacios de interacción social o esparcimiento","Estudiantes, Docentes, Actores externos al rededor de la universidad","Pasillos, Espacios de interacción social (plazoleta, jardineras, etc)","Conversatorios e iniciativas culturales y artísticas, Cursos y seminarios, Campañas de sensibilización","Conversatorios e iniciativas culturales y artísticas, Campañas de sensibilización",4,"Bienestar Universitario, Centro de atención en género y diversidad sexual",Protestas,No,No,No efectivos,Flexibles,Flexibles,"Colaborativo, proactivo","Colaborativo, proactivo",No,Sí,"Mayor inclusión de los/las estudiantes en el diseño de los protocolos y rutas de atención, Aumental la confianza de los estudiantes en los mecanismos institucionales, Personal más empático y capacitado para atender a las víctimas",
27/9/2024 12:37:45,Sí,Antropología ,4,21,Femenino,Comentarios sexistas en espacios de interacción social o esparcimiento,"Violación sexual, Acoso Sexual (Acoso físico, verbal, visual), Comentarios sexistas en espacios de interacción social o esparcimiento, Comentarios sexistas en el ámbito académico (durante clase, asesorías, proyectos de investigación, etc)",En los últimos 3 meses,"Violación sexual, Acoso Sexual (acoso físico, verbal, visual)","Estudiantes, Docentes, Compañero sexual o afectivo que también es estudiante","Baños, Espacios de interacción social (plazoleta, jardineras, etc)",Ninguna,Ninguna,2,Centro de atención en género y diversidad sexual,"Protestas, Escrache",No,No,No efectivos,Conservadoras,Conservadoras,No sabe/No responde,Autoritario,No sabe/No responde,Sí,"Mayor inclusión de los/las estudiantes en el diseño de los protocolos y rutas de atención, Aumental la confianza de los estudiantes en los mecanismos institucionales, Diseño de protocolos y rutas de atención más claras y amigables para los/las estudiantes, Mayor difusión de los protocolos y rutas de atención",
27/9/2024 12:37:47,Sí,Antropología ,Cuarto,25,Masculino,"Acoso Sexual (Acoso físico, verbal, visual)","Acoso Sexual (Acoso físico, verbal, visual), Difusión de contenido sexual no consentido, Comentarios sexistas en espacios de interacción social o esparcimiento, Comentarios sexistas en el ámbito académico (durante clase, asesorías, proyectos de investigación, etc)",En los últimos 3 meses,"Acoso Sexual (acoso físico, verbal, visual), Comentarios sexistas en espacios de interacción social o esparcimiento","Estudiantes, Docentes",Oficinas,"Conversatorios e iniciativas culturales y artísticas, Cursos y seminarios, Campañas de sensibilización",Ninguna,3,"Unidad de asuntos disciplinarios (UAD), Centro de atención en género y diversidad sexual",Protestas,No,Sí,No efectivos,Conservadoras,Conservadoras,"Colaborativo, proactivo","Colaborativo, proactivo",Sí,No,"Mayor inclusión de los/las estudiantes en el diseño de los protocolos y rutas de atención, Diseño de protocolos y rutas de atención más claras y amigables para los/las estudiantes, Personal más empático y capacitado para atender a las víctimas",
27/9/2024 12:40:25,Sí,Trabajo social ,8,22,Femenino,Nignuno,"Acoso Sexual (Acoso físico, verbal, visual), Comentarios sexistas en el ámbito académico (durante clase, asesorías, proyectos de investigación, etc), Exclusión o discriminación en actividades académicas y/o laborales ligadas a la facultad",En el último año,"Comentarios sexistas en espacios de interacción social o esparcimiento, Comentarios sexuales en el ámbito académico (durante clase, asesorías, proyectos de investigación, etc)","Estudiantes, Actores externos al rededor de la universidad",Alrededores de la Universidad,Campañas de sensibilización,Conversatorios e iniciativas culturales y artísticas,3,"Bienestar Universitario, Líneas de atención telefónica o vía email",Ninguno,No,Sí,Parcialmente efectivos,No sabe/No responde,Flexibles,No sabe/No responde,"Colaborativo, proactivo",No sabe/No responde,Sí,"Mayor inclusión de los/las estudiantes en el diseño de los protocolos y rutas de atención, Diseño de protocolos y rutas de atención más claras y amigables para los/las estudiantes",
27/9/2024 12:40:26,Sí,Trabajo social ,8,22,Femenino,"Comentarios sexistas en el ámbito académico (durante clase, asesorías, proyectos de investigación, etc)","Acoso Sexual (Acoso físico, verbal, visual), Comentarios sexistas en el ámbito académico (durante clase, asesorías, proyectos de investigación, etc), Exclusión o discriminación en actividades académicas y/o laborales ligadas a la facultad",En el último año,"Comentarios sexistas en espacios de interacción social o esparcimiento, Comentarios sexuales en el ámbito académico (durante clase, asesorías, proyectos de investigación, etc)","Estudiantes, Docentes, Actores externos al rededor de la universidad","Aulas, Alrededores de la Universidad","Cátedra del cuidado de sí (Nataly Palacios), Conversatorios e iniciativas culturales y artísticas, Campañas de sensibilización",Conversatorios e iniciativas culturales y artísticas,3,"Bienestar Universitario, Centro de atención en género y diversidad sexual, Líneas de atención telefónica o vía email",Ninguno,No,Sí,Parcialmente efectivos,No sabe/No responde,Flexibles,No sabe/No responde,"Colaborativo, proactivo",No sabe/No responde,Sí,"Mayor inclusión de los/las estudiantes en el diseño de los protocolos y rutas de atención, Aumental la confianza de los estudiantes en los mecanismos institucionales",
27/9/2024 12:42:10,Sí,Antropología ,Cuarto ,18,Femenino,Nignuno,Nignuno,No aplica,"Comentarios sexistas en espacios de interacción social o esparcimiento, Comentarios sexuales en el ámbito académico (durante clase, asesorías, proyectos de investigación, etc)","Estudiantes, Docentes","Aulas, Pasillos, Baños",Campañas de sensibilización,Ninguna,3,"Bienestar Universitario, Unidad de asuntos disciplinarios (UAD), Líneas de atención telefónica o vía email",Ninguno,No,No,No efectivos,No sabe/No responde,Flexibles,Autoritario,"Colaborativo, proactivo",No sabe/No responde,Sí,"Mayor inclusión de los/las estudiantes en el diseño de los protocolos y rutas de atención, Diseño de protocolos y rutas de atención más claras y amigables para los/las estudiantes, Personal más empático y capacitado para atender a las víctimas",N/A
27/9/2024 12:43:57,Sí,Psicologia,6,20,Masculino,Nignuno,"Acoso Sexual (Acoso físico, verbal, visual)",En los últimos 3 meses,Comentarios sexistas en espacios de interacción social o esparcimiento,Estudiantes,"Alrededores de la Universidad, Pasillos, Espacios de interacción social (plazoleta, jardineras, etc)",Cursos y seminarios,Ninguna,2,Bienestar Universitario,Ninguno,No,Sí,No efectivos,Conservadoras,Flexibles,"Colaborativo, proactivo","Colaborativo, proactivo",No sabe/No responde,Sí,"Diseño de protocolos y rutas de atención más claras y amigables para los/las estudiantes, Mayor difusión de los protocolos y rutas de atención, Personal más empático y capacitado para atender a las víctimas",
27/9/2024 12:44:29,Sí,Psicología ,6,25,Masculino,Exclusión o discriminación en actividades académicas y/o laborales ligadas a la facultad,"Acoso Sexual (Acoso físico, verbal, visual)",En los últimos 6 meses,"Acoso Sexual (acoso físico, verbal, visual)",Estudiantes,"Espacios de interacción social (plazoleta, jardineras, etc)",Ninguna,Ninguna,2,Bienestar Universitario,"Protestas, Escrache",No,No,No efectivos,Conservadoras,Conservadoras,Autoritario,Inoperante,No,No,"Mayor inclusión de los/las estudiantes en el diseño de los protocolos y rutas de atención, Mayor difusión de los protocolos y rutas de atención, Personal más empático y capacitado para atender a las víctimas",
27/9/2024 12:44:59,Sí,Antropología ,6,23,Femenino,"Acoso Sexual (Acoso físico, verbal, visual), Comentarios sexistas en espacios de interacción social o esparcimiento, Comentarios sexistas en el ámbito académico (durante clase, asesorías, proyectos de investigación, etc)","Acoso Sexual (Acoso físico, verbal, visual), Difusión de contenido sexual no consentido, Comentarios sexistas en espacios de interacción social o esparcimiento, Comentarios sexistas en el ámbito académico (durante clase, asesorías, proyectos de investigación, etc), Exclusión o discriminación en actividades académicas y/o laborales ligadas a la facultad",En los últimos 3 meses,"Comentarios sexistas en espacios de interacción social o esparcimiento, Comentarios sexuales en el ámbito académico (durante clase, asesorías, proyectos de investigación, etc)","Estudiantes, Docentes","Aulas, Pasillos","No género violencia, Campañas de sensibilización",Ninguna,3,Bienestar Universitario,Ninguno,Sí,,No sabe/No responde,No sabe/No responde,Innovadoras,Autoritario,"Colaborativo, proactivo",Sí,Sí,"Mayor inclusión de los/las estudiantes en el diseño de los protocolos y rutas de atención, Aumental la confianza de los estudiantes en los mecanismos institucionales, Diseño de protocolos y rutas de atención más claras y amigables para los/las estudiantes",
27/9/2024 12:49:42,Sí,Antropología ,Séptimo ,21,Femenino,"Comentarios sexistas en espacios de interacción social o esparcimiento, Comentarios sexistas en el ámbito académico (durante clase, asesorías, proyectos de investigación, etc), Revictimización de docente ","Acoso Sexual (Acoso físico, verbal, visual), Comentarios sexistas en espacios de interacción social o esparcimiento, Comentarios sexistas en el ámbito académico (durante clase, asesorías, proyectos de investigación, etc), Exclusión o discriminación en actividades académicas y/o laborales ligadas a la facultad",En los últimos 6 meses,"Comentarios sexistas en espacios de interacción social o esparcimiento, Comentarios sexuales en el ámbito académico (durante clase, asesorías, proyectos de investigación, etc)","Estudiantes, Docentes","Aulas, Prácticas y/o salidas de campo, Pasillos","No género violencia, Conversatorios e iniciativas culturales y artísticas, Cursos y seminarios, Campañas de sensibilización",Cursos y seminarios,3,Ninguna ,"Protestas, Contarle a las parceras ",No,No,No efectivos,Conservadoras,Flexibles,Autoritario,"Colaborativo, proactivo",No,No,"Mayor inclusión de los/las estudiantes en el diseño de los protocolos y rutas de atención, Diseño de protocolos y rutas de atención más claras y amigables para los/las estudiantes, Personal más empático y capacitado para atender a las víctimas",
27/9/2024 12:52:18,Sí,Antropología ,3,21,Masculino,Comentarios sexistas en espacios de interacción social o esparcimiento,"Violación sexual, Acoso Sexual (Acoso físico, verbal, visual), Comentarios sexistas en espacios de interacción social o esparcimiento, Exclusión o discriminación en actividades académicas y/o laborales ligadas a la facultad",En los últimos 6 meses,"Acoso Sexual (acoso físico, verbal, visual), Comentarios sexistas en espacios de interacción social o esparcimiento","Estudiantes, Compañero sexual o afectivo que también es estudiante","Aulas, Prácticas y/o salidas de campo, Baños",Campañas de sensibilización,Ninguna,1,"Bienestar Universitario, Unidad de asuntos disciplinarios (UAD), Centro de atención en género y diversidad sexual",Divulgación en medios independientes como revistas,No,No,No efectivos,No sabe/No responde,Conservadoras,Inoperante,Autoritario,No,No,"Mayor inclusión de los/las estudiantes en el diseño de los protocolos y rutas de atención, Diseño de protocolos y rutas de atención más claras y amigables para los/las estudiantes, Personal más empático y capacitado para atender a las víctimas",Divulgación participativa
27/9/2024 12:52:36,Sí,Lic. Ciencias sociales ,7,27,Masculino,Nignuno,"Acoso Sexual (Acoso físico, verbal, visual), Comentarios sexistas en el ámbito académico (durante clase, asesorías, proyectos de investigación, etc)",En los últimos 6 meses,"Acoso Sexual (acoso físico, verbal, visual), Comentarios sexistas en espacios de interacción social o esparcimiento","Estudiantes, Docentes",Aulas,Ninguna,Ninguna,5,Líneas de atención telefónica o vía email,Ninguno,No,No,No sabe/No responde,No sabe/No responde,Flexibles,"Colaborativo, proactivo","Colaborativo, proactivo",Sí,Sí,"Mayor inclusión de los/las estudiantes en el diseño de los protocolos y rutas de atención, Diseño de protocolos y rutas de atención más claras y amigables para los/las estudiantes, Mayor difusión de los protocolos y rutas de atención",
27/9/2024 13:01:40,Sí,Trabajo Social,3,21,Femenino,"Acoso Sexual (Acoso físico, verbal, visual)","Violación sexual, Acoso Sexual (Acoso físico, verbal, visual), Comentarios sexistas en espacios de interacción social o esparcimiento",En los últimos 3 meses,"Acoso Sexual (acoso físico, verbal, visual), Comentarios sexistas en espacios de interacción social o esparcimiento","Estudiantes, Compañero sexual o afectivo que también es estudiante, Actores externos al rededor de la universidad","Alrededores de la Universidad, Prácticas y/o salidas de campo, Espacios de interacción social (plazoleta, jardineras, etc)","Conversatorios e iniciativas culturales y artísticas, Cursos y seminarios, Campañas de sensibilización","Conversatorios e iniciativas culturales y artísticas, Cursos y seminarios, Campañas de sensibilización",5,"Bienestar Universitario, Centro de atención en género y diversidad sexual, Líneas de atención telefónica o vía email","Protestas, Escrache",Sí,Sí,Parcialmente efectivos,No sabe/No responde,Flexibles,"Colaborativo, proactivo","Colaborativo, proactivo",Sí,Sí,"Mayor inclusión de los/las estudiantes en el diseño de los protocolos y rutas de atención, Aumental la confianza de los estudiantes en los mecanismos institucionales, Diseño de protocolos y rutas de atención más claras y amigables para los/las estudiantes, Mayor difusión de los protocolos y rutas de atención, Personal más empático y capacitado para atender a las víctimas",
27/9/2024 13:13:13,Sí,Antropología ,6,20,Femenino,"Acoso Sexual (Acoso físico, verbal, visual), Comentarios sexistas en espacios de interacción social o esparcimiento, Comentarios sexistas en el ámbito académico (durante clase, asesorías, proyectos de investigación, etc), Exclusión o discriminación en actividades académicas y/o laborales ligadas a la facultad","Acoso Sexual (Acoso físico, verbal, visual), Difusión de contenido sexual no consentido, Comentarios sexistas en espacios de interacción social o esparcimiento, Comentarios sexistas en el ámbito académico (durante clase, asesorías, proyectos de investigación, etc), Exclusión o discriminación en actividades académicas y/o laborales ligadas a la facultad",En los últimos 3 meses,"Acoso Sexual (acoso físico, verbal, visual), Comentarios sexistas en espacios de interacción social o esparcimiento, Comentarios sexuales en el ámbito académico (durante clase, asesorías, proyectos de investigación, etc), Exclusión o discriminación en actividades académicas y/o laborales ligadas a la facultad","Estudiantes, Actores externos al rededor de la universidad","Prácticas y/o salidas de campo, Pasillos, Espacios de interacción social (plazoleta, jardineras, etc)","No género violencia, Conversatorios e iniciativas culturales y artísticas, Cursos y seminarios, Campañas de sensibilización","No género violencia, Conversatorios e iniciativas culturales y artísticas, Campañas de sensibilización",2,"Bienestar Universitario, Centro de atención en género y diversidad sexual, Líneas de atención telefónica o vía email",Protestas,No,No,No efectivos,Flexibles,Flexibles,"Colaborativo, proactivo",Inoperante,No sabe/No responde,No,"Mayor inclusión de los/las estudiantes en el diseño de los protocolos y rutas de atención, Mayor difusión de los protocolos y rutas de atención, Personal más empático y capacitado para atender a las víctimas",
27/9/2024 14:07:52,Sí,Trabajo social,8,23,Masculino,"Acoso Sexual (Acoso físico, verbal, visual)","Acoso Sexual (Acoso físico, verbal, visual), Difusión de contenido sexual no consentido, Comentarios sexistas en espacios de interacción social o esparcimiento, Comentarios sexistas en el ámbito académico (durante clase, asesorías, proyectos de investigación, etc), Exclusión o discriminación en actividades académicas y/o laborales ligadas a la facultad",En los últimos 3 meses,"Acoso Sexual (acoso físico, verbal, visual), Comentarios sexistas en espacios de interacción social o esparcimiento, Comentarios sexuales en el ámbito académico (durante clase, asesorías, proyectos de investigación, etc), Exclusión o discriminación en actividades académicas y/o laborales ligadas a la facultad","Docentes, Compañero sexual o afectivo que también es estudiante","Aulas, Alrededores de la Universidad, Pasillos","Conversatorios e iniciativas culturales y artísticas, Cursos y seminarios, Campañas de sensibilización","Conversatorios e iniciativas culturales y artísticas, Cursos y seminarios",2,Bienestar Universitario,Protestas,No,No,No efectivos,Flexibles,Flexibles,Inoperante,"Colaborativo, proactivo",No,Sí,"Mayor inclusión de los/las estudiantes en el diseño de los protocolos y rutas de atención, Diseño de protocolos y rutas de atención más claras y amigables para los/las estudiantes, Personal más empático y capacitado para atender a las víctimas",
27/9/2024 14:56:11,Sí,Licenciatura en literatura y lengua castellana ,cuarto,19,Femenino,Nignuno,"Violación sexual, Acoso Sexual (Acoso físico, verbal, visual), Difusión de contenido sexual no consentido, Comentarios sexistas en espacios de interacción social o esparcimiento, Comentarios sexistas en el ámbito académico (durante clase, asesorías, proyectos de investigación, etc), Exclusión o discriminación en actividades académicas y/o laborales ligadas a la facultad",En los últimos 3 meses,"Acoso Sexual (acoso físico, verbal, visual), Difusión de contenido sexual no consentido, Comentarios sexistas en espacios de interacción social o esparcimiento","Estudiantes, Docentes, Compañero sexual o afectivo que también es estudiante","Aulas, Alrededores de la Universidad, Prácticas y/o salidas de campo, Pasillos, Baños, Oficinas, Espacios de interacción social (plazoleta, jardineras, etc)",Cátedra del cuidado de sí (Nataly Palacios),Ninguna,3,"Bienestar Universitario, Jefaturas, Decanatura","Protestas, Divulgación en medios independientes como revistas",No,Sí,No efectivos,Conservadoras,Conservadoras,Inoperante,Inoperante,No,No,"Mayor inclusión de los/las estudiantes en el diseño de los protocolos y rutas de atención, Aumental la confianza de los estudiantes en los mecanismos institucionales, Diseño de protocolos y rutas de atención más claras y amigables para los/las estudiantes, Mayor difusión de los protocolos y rutas de atención, Personal más empático y capacitado para atender a las víctimas",
27/9/2024 17:18:46,Sí,Psicología ,Sexto ,20,Femenino,"Comentarios sexistas en espacios de interacción social o esparcimiento, Comentarios sexistas en el ámbito académico (durante clase, asesorías, proyectos de investigación, etc)","Acoso Sexual (Acoso físico, verbal, visual), Comentarios sexistas en espacios de interacción social o esparcimiento, Comentarios sexistas en el ámbito académico (durante clase, asesorías, proyectos de investigación, etc)",En el último año,"Comentarios sexistas en espacios de interacción social o esparcimiento, Comentarios sexuales en el ámbito académico (durante clase, asesorías, proyectos de investigación, etc)","Estudiantes, Actores externos al rededor de la universidad","Aulas, Alrededores de la Universidad, Baños",Ninguna,Ninguna,1,Bienestar Universitario,Ninguno,Sí,Sí,Parcialmente efectivos,No sabe/No responde,Conservadoras,"Colaborativo, proactivo",Inoperante,Sí,No,"Aumental la confianza de los estudiantes en los mecanismos institucionales, Diseño de protocolos y rutas de atención más claras y amigables para los/las estudiantes, Mayor difusión de los protocolos y rutas de atención",
27/9/2024 20:46:15,Sí,Derecho,5,23,Femenino,Nignuno,Nignuno,No aplica,,,,"No género violencia, Cátedra del cuidado de sí (Nataly Palacios), Conversatorios e iniciativas culturales y artísticas, Cursos y seminarios, Campañas de sensibilización","No género violencia, Cátedra del cuidado de sí (Nataly Palacios), Conversatorios e iniciativas culturales y artísticas, Cursos y seminarios, Campañas de sensibilización",5,Unidad de asuntos disciplinarios (UAD),Ninguno,No,Sí,No efectivos,No sabe/No responde,Flexibles,No sabe/No responde,"Colaborativo, proactivo",Sí,Sí,Personal más empático y capacitado para atender a las víctimas,
28/9/2024 15:59:59,No,Licenciatura en Literatura  y Lengua Castellana,4,19,Masculino,Nignuno,"Violación sexual, Acoso Sexual (Acoso físico, verbal, visual), Difusión de contenido sexual no consentido, Comentarios sexistas en espacios de interacción social o esparcimiento, Comentarios sexistas en el ámbito académico (durante clase, asesorías, proyectos de investigación, etc), Exclusión o discriminación en actividades académicas y/o laborales ligadas a la facultad",No aplica,"Violación sexual, Acoso Sexual (acoso físico, verbal, visual)","Estudiantes, Docentes","Aulas, Alrededores de la Universidad, Prácticas y/o salidas de campo",Ninguna,Ninguna,2,Bienestar Universitario,Ninguno,No,No,No efectivos,Conservadoras,Conservadoras,Inoperante,Inoperante,No,No,"Mayor inclusión de los/las estudiantes en el diseño de los protocolos y rutas de atención, Diseño de protocolos y rutas de atención más claras y amigables para los/las estudiantes, Mayor difusión de los protocolos y rutas de atención",
28/9/2024 16:37:40,Sí,Dercho,8,27,Femenino,Nignuno,Nignuno,No aplica,,,,Ninguna,Ninguna,1,Unidad de asuntos disciplinarios (UAD),Ninguno,No,Sí,No efectivos,No sabe/No responde,Flexibles,"Colaborativo, proactivo","Colaborativo, proactivo",No sabe/No responde,Sí,Mayor difusión de los protocolos y rutas de atención,"Dejar el dogmatismo y la instrumentalización del discurso de violencias basadas en género para la justificación de nuevos contratos, discriminación y corrupción."
28/9/2024 22:15:15,Sí,Historia,4,21,Femenino,Nignuno,Nignuno,No aplica,,,,Ninguna,Ninguna,1,Unidad de asuntos disciplinarios (UAD),Ninguno,No,Sí,No efectivos,No sabe/No responde,Flexibles,Inoperante,"Colaborativo, proactivo",Sí,Sí,Personal más empático y capacitado para atender a las víctimas,"La ruta violeta es un fracaso, es real la existencia de las VBG pero usar ese discurso para encubrir el clientelismo y contratar activistas por prestación de servicios, nuevos cargos temporales, CIS o de libre nombramiento es un asco, es peor que las mismas VBG, es una burla a las víctimas."
29/9/2024 9:11:35,Sí,Psicología,8,25,Femenino,Nignuno,Nignuno,No aplica,,Estudiantes,,Ninguna,Ninguna,1,Unidad de asuntos disciplinarios (UAD),Ninguno,No,Sí,No efectivos,Conservadoras,Innovadoras,"Colaborativo, proactivo",Innovador,Sí,Sí,Personal más empático y capacitado para atender a las víctimas,Ya no más con el discurso rayado de Violencias Basadas en Género como una mala copia de movimientos izquierdistas corruptos y autoritarios. Las mujeres somos más que seres indefensos y no necesitamos de programas que solo justifican millonarios contratos y apoyos de seudoinvestigaciones con instrumentos mal hechos.
29/9/2024 19:15:13,Sí,Antropología,2do,19,Femenino,Nignuno,Nignuno,No aplica,Comentarios sexistas en espacios de interacción social o esparcimiento,Estudiantes,Alrededores de la Universidad,Ninguna,Ninguna,1,Decanatura,Ninguno,No,Sí,No efectivos,No sabe/No responde,Flexibles,No sabe/No responde,Inoperante,Sí,Sí,Personal más empático y capacitado para atender a las víctimas,"Estoy harta que los manes o viejas ya tengan miedo hasta de echarle piropos o decirle a una que está buena o que le gusta porque todo es una VBG, ya no más con feminazis que no me representan y se las vienen a dar de voceras de todas nosotras."
1/10/2024 9:28:43,Sí,Psicología,6,24,Femenino,Nignuno,Nignuno,No aplica,,Estudiantes,Alrededores de la Universidad,No género violencia,No género violencia,1,Bienestar Universitario,Ninguno,No,Sí,No efectivos,Flexibles,Flexibles,Inoperante,"Colaborativo, proactivo",Sí,Sí,Personal más empático y capacitado para atender a las víctimas,"Es evidente que todo el Boom de las VG y VS es un fracaso, denuncias sin pruebas que no llegan a nada, escandalos que son más un show mediatico y discursos de odio que otra cosa, las verdaderas CGB Y CS sin denunciar, víctimas reales sin atencion y seudo-víctimas con contratos y apoyo de plata, es un fracaso disfrazado de violeta que no me representa como mujer"
